"","miRNA","mRNA"
"239451","miR-3973","CUBN"
"239452","miR-4765","DIS3"
"239453","miR-640","DIS3"
"239454","miR-8079","DIS3"
"239455","miR-1245a","DIS3"
"239456","miR-215-5p","NOL9"
"239457","miR-192-5p","NOL9"
"239458","miR-3178","NOL9"
"239459","miR-1295a","NOL9"
"239460","miR-24-3p","NOL9"
"239461","miR-4284","NOL9"
"239462","miR-6499-5p","NOL9"
"239463","miR-7703","NOL9"
"239464","miR-6720-5p","NOL9"
"239465","miR-6512-3p","NOL9"
"239466","miR-1273a","NOL9"
"239467","miR-4772-5p","NOL9"
"239468","miR-4793-3p","NOL9"
"239469","miR-766-3p","NOL9"
"239470","miR-212-5p","NOL9"
"239471","miR-6849-3p","NOL9"
"239472","miR-4650-5p","NOL9"
"239473","miR-1972","NOL9"
"239474","miR-4717-5p","NOL9"
"239475","miR-508-5p","NOL9"
"239476","miR-548s","NOL9"
"239477","miR-4684-5p","NOL9"
"239478","miR-3926","NOL9"
"239479","miR-942-5p","NOL9"
"239480","miR-3190-5p","NOL9"
"239481","miR-5088-3p","NOL9"
"239482","miR-6756-3p","NOL9"
"239483","miR-3127-3p","NOL9"
"239484","miR-6771-3p","NOL9"
"239485","miR-548t-3p","NOL9"
"239486","miR-548ap-3p","NOL9"
"239487","miR-548aa","NOL9"
"239488","miR-5089-5p","POLR3F"
"239489","miR-6807-5p","POLR3F"
"239490","miR-7151-3p","POLR3F"
"239491","miR-5095","POLR3F"
"239492","miR-4470","POLR3F"
"239493","miR-5589-5p","POLR3F"
"239494","miR-4731-5p","POLR3F"
"239495","miR-6506-5p","POLR3F"
"239496","miR-619-5p","POLR3F"
"239497","miR-3128","POLR3F"
"239498","miR-8073","POLR3F"
"239499","miR-221-5p","POLR3F"
"239500","miR-6791-5p","POLR3F"
"239501","miR-4292","POLR3F"
"239502","miR-4308","POLR3F"
"239503","miR-520h","POLR3F"
"239504","miR-520g-3p","POLR3F"
"239505","miR-6504-3p","POLR3F"
"239506","miR-512-3p","POLR3F"
"239507","miR-4438","POLR3F"
"239508","miR-520e","POLR3F"
"239509","miR-520d-3p","POLR3F"
"239510","miR-520c-3p","POLR3F"
"239511","miR-520b","POLR3F"
"239512","miR-520a-3p","POLR3F"
"239513","miR-373-3p","POLR3F"
"239514","miR-372-3p","POLR3F"
"239515","miR-302e","POLR3F"
"239516","miR-302d-3p","POLR3F"
"239517","miR-302c-3p","POLR3F"
"239518","miR-302b-3p","POLR3F"
"239519","miR-302a-3p","POLR3F"
"239520","miR-93-5p","POLR3F"
"239521","miR-526b-3p","POLR3F"
"239522","miR-519d-3p","POLR3F"
"239523","miR-20b-5p","POLR3F"
"239524","miR-20a-5p","POLR3F"
"239525","miR-17-5p","POLR3F"
"239526","miR-106b-5p","POLR3F"
"239527","miR-106a-5p","POLR3F"
"239528","miR-1305","TNFRSF9"
"239529","miR-607","TNFRSF9"
"239530","miR-3671","TNFRSF9"
"239531","miR-627-3p","TNFRSF9"
"239532","miR-4762-5p","TNFRSF9"
"239533","miR-7112-3p","KCTD12"
"239534","miR-4659b-3p","KCTD12"
"239535","miR-4659a-3p","KCTD12"
"239536","miR-6875-3p","KCTD12"
"239537","miR-27b-3p","KCTD12"
"239538","miR-27a-3p","KCTD12"
"239539","miR-513a-5p","KCTD12"
"239540","miR-6837-3p","KCTD12"
"239541","miR-6754-3p","KCTD12"
"239542","miR-412-3p","KCTD12"
"239543","miR-3646","KCTD12"
"239544","miR-6878-3p","TRIM27"
"239545","miR-6735-3p","TRIM27"
"239546","miR-6832-3p","TRIM27"
"239547","miR-6504-3p","TRIM27"
"239548","miR-129-2-3p","TRIM27"
"239549","miR-129-1-3p","TRIM27"
"239550","miR-6856-3p","TRIM27"
"239551","miR-7856-5p","NEBL"
"239552","miR-4477b","NEBL"
"239553","miR-4684-5p","NEBL"
"239554","miR-6892-5p","NEBL"
"239555","miR-942-5p","NEBL"
"239556","miR-7845-5p","NEBL"
"239557","miR-4475","NEBL"
"239558","miR-6507-3p","NEBL"
"239559","miR-744-3p","DFFA"
"239560","miR-4423-5p","DFFA"
"239561","miR-6501-5p","DFFA"
"239562","miR-367-5p","DFFA"
"239563","miR-1267","DFFA"
"239564","miR-5693","DFFA"
"239565","miR-6833-3p","SRM"
"239566","miR-4768-5p","SRM"
"239567","miR-942-5p","SRM"
"239568","miR-7152-3p","SRM"
"239569","miR-3615","SRM"
"239570","miR-4685-3p","SRM"
"239571","miR-4287","SRM"
"239572","miR-5088-3p","SRM"
"239573","miR-6865-3p","SRM"
"239574","miR-490-3p","SRM"
"239575","miR-6855-5p","SLC38A5"
"239576","miR-3170","SLC38A5"
"239577","miR-193b-5p","SLC38A5"
"239578","miR-492","SLC38A5"
"239579","miR-631","SLC38A5"
"239580","miR-3661","SLC38A5"
"239581","miR-3922-3p","SLC38A5"
"239582","miR-3176","SLC38A5"
"239583","miR-2116-3p","SLC38A5"
"239584","miR-4733-3p","SLC38A5"
"239585","miR-6890-5p","SLC38A5"
"239586","miR-6809-3p","ANGPTL7"
"239587","miR-6833-3p","ANGPTL7"
"239588","miR-4768-5p","ANGPTL7"
"239589","miR-6836-3p","ANGPTL7"
"239590","miR-4684-5p","ANGPTL7"
"239591","miR-3156-3p","ANGPTL7"
"239592","miR-1260b","ANGPTL7"
"239593","miR-1260a","ANGPTL7"
"239594","miR-188-3p","ANGPTL7"
"239595","miR-6794-3p","ANGPTL7"
"239596","miR-6829-3p","ANGPTL7"
"239597","miR-6791-3p","ANGPTL7"
"239598","miR-6778-3p","ANGPTL7"
"239599","miR-6837-3p","ANGPTL7"
"239600","miR-520f-5p","ANGPTL7"
"239601","miR-205-5p","ANGPTL7"
"239602","miR-6747-3p","ANGPTL7"
"239603","miR-1224-3p","ANGPTL7"
"239604","miR-483-3p","ANGPTL7"
"239605","miR-200a-3p","ANGPTL7"
"239606","miR-141-3p","ANGPTL7"
"239607","miR-7108-5p","AGTRAP"
"239608","miR-6818-3p","AGTRAP"
"239609","miR-6873-3p","AGTRAP"
"239610","miR-663b","AGTRAP"
"239611","miR-593-3p","AGTRAP"
"239612","miR-6895-3p","AGTRAP"
"239613","miR-6744-3p","AGTRAP"
"239614","miR-4757-5p","AGTRAP"
"239615","miR-874-5p","AGTRAP"
"239616","miR-7110-3p","AGTRAP"
"239617","miR-6845-3p","AGTRAP"
"239618","miR-1976","AGTRAP"
"239619","miR-3653-5p","AGTRAP"
"239620","miR-199b-5p","AGTRAP"
"239621","miR-199a-5p","AGTRAP"
"239622","miR-380-3p","FAM182B"
"239623","miR-411-3p","FAM182B"
"239624","miR-379-3p","FAM182B"
"239625","miR-4495","FAM182B"
"239626","miR-629-3p","GPR158"
"239627","miR-374a-3p","GPR158"
"239628","miR-136-5p","GPR158"
"239629","miR-1266-3p","GPR158"
"239630","miR-6873-3p","C9orf64"
"239631","miR-3144-3p","C9orf64"
"239632","miR-130b-5p","C9orf64"
"239633","miR-6817-3p","C9orf64"
"239634","miR-7110-3p","C9orf64"
"239635","miR-3613-3p","C9orf64"
"239636","miR-3074-3p","C9orf64"
"239637","miR-6800-3p","C9orf64"
"239638","miR-4753-3p","DHRS3"
"239639","miR-6873-3p","DHRS3"
"239640","miR-130b-5p","DHRS3"
"239641","miR-6817-3p","DHRS3"
"239642","miR-7110-3p","DHRS3"
"239643","miR-4719","DHRS3"
"239644","miR-4465","AGTPBP1"
"239645","miR-26b-5p","AGTPBP1"
"239646","miR-26a-5p","AGTPBP1"
"239647","miR-1297","AGTPBP1"
"239648","miR-23b-5p","AGTPBP1"
"239649","miR-23a-5p","AGTPBP1"
"239650","miR-6787-3p","AGTPBP1"
"239651","miR-1281","AGTPBP1"
"239652","miR-660-3p","AGTPBP1"
"239653","miR-4485-5p","AGTPBP1"
"239654","miR-6736-3p","AGTPBP1"
"239655","miR-6513-3p","AGTPBP1"
"239656","miR-1285-5p","AGTPBP1"
"239657","miR-8062","AGTPBP1"
"239658","miR-5006-3p","SPNS1"
"239659","miR-4446-5p","SPNS1"
"239660","miR-4755-5p","SPNS1"
"239661","miR-211-5p","SPNS1"
"239662","miR-204-5p","SPNS1"
"239663","miR-623","SPNS1"
"239664","miR-642a-5p","SPNS1"
"239665","miR-6734-3p","SPNS1"
"239666","miR-6832-3p","SPNS1"
"239667","miR-5688","SPNS1"
"239668","miR-495-3p","SPNS1"
"239669","miR-873-3p","C9orf47"
"239670","miR-6855-3p","C9orf47"
"239671","miR-4513","C9orf47"
"239672","miR-4499","C9orf47"
"239673","miR-4684-5p","C9orf47"
"239674","miR-1251-5p","C9orf47"
"239675","miR-517-5p","C9orf47"
"239676","miR-6756-3p","C9orf47"
"239677","miR-3127-3p","C9orf47"
"239678","miR-186-3p","C9orf47"
"239679","miR-3613-3p","C9orf47"
"239680","miR-6769a-3p","C9orf47"
"239681","miR-340-5p","MKX"
"239682","miR-5681b","MKX"
"239683","miR-9-5p","MKX"
"239684","miR-141-5p","MKX"
"239685","miR-3163","MKX"
"239686","miR-6782-3p","MKX"
"239687","miR-4668-3p","MKX"
"239688","miR-4446-5p","FBLIM1"
"239689","miR-5006-3p","FBLIM1"
"239690","miR-4755-5p","FBLIM1"
"239691","miR-670-5p","FBLIM1"
"239692","miR-615-5p","FBLIM1"
"239693","miR-6738-5p","FBLIM1"
"239694","miR-5194","FBLIM1"
"239695","miR-1914-3p","FBLIM1"
"239696","miR-6791-5p","FBLIM1"
"239697","miR-4308","FBLIM1"
"239698","miR-4292","FBLIM1"
"239699","miR-361-3p","FBLIM1"
"239700","miR-208b-5p","FBLIM1"
"239701","miR-208a-5p","FBLIM1"
"239702","miR-4659b-3p","FBXO42"
"239703","miR-4659a-3p","FBXO42"
"239704","miR-6875-3p","FBXO42"
"239705","miR-6741-3p","FAM110A"
"239706","miR-4646-3p","FAM110A"
"239707","miR-6888-3p","FAM110A"
"239708","miR-6873-3p","FAM110A"
"239709","miR-4279","FAM110A"
"239710","miR-6867-3p","FAM110A"
"239711","miR-7111-3p","FAM110A"
"239712","miR-642a-5p","FAM110A"
"239713","miR-3120-5p","FAM110A"
"239714","miR-6817-3p","FAM110A"
"239715","miR-7110-3p","FAM110A"
"239716","miR-4685-3p","FAM110A"
"239717","miR-4287","FAM110A"
"239718","miR-7113-3p","FAM110A"
"239719","miR-4469","FAM110A"
"239720","miR-5699-3p","FAM110A"
"239721","miR-4421","FAM110A"
"239722","miR-6769b-3p","FAM110A"
"239723","miR-3183","FAM110A"
"239724","miR-4723-3p","FAM110A"
"239725","miR-339-5p","FAM110A"
"239726","miR-2276-5p","FAM110A"
"239727","miR-6892-3p","FAM110A"
"239728","miR-587","NINJ1"
"239729","miR-3671","NINJ1"
"239730","miR-6884-3p","NINJ1"
"239731","miR-5094","NINJ1"
"239732","miR-3529-3p","NINJ1"
"239733","miR-5006-3p","ATF6B"
"239734","miR-4646-3p","ATF6B"
"239735","miR-4755-5p","ATF6B"
"239736","miR-4433b-5p","ATF6B"
"239737","miR-211-5p","ATF6B"
"239738","miR-204-5p","ATF6B"
"239739","miR-623","ATF6B"
"239740","miR-1260b","ATF6B"
"239741","miR-1260a","ATF6B"
"239742","miR-4433a-5p","ATF6B"
"239743","miR-6780b-3p","ATF6B"
"239744","miR-4780","ATF6B"
"239745","miR-1224-3p","ATF6B"
"239746","miR-3646","ATF6B"
"239747","miR-5582-3p","ATF6B"
"239748","miR-3662","ATF6B"
"239749","miR-548x-3p","ATF6B"
"239750","miR-548j-3p","ATF6B"
"239751","miR-548aq-3p","ATF6B"
"239752","miR-548am-3p","ATF6B"
"239753","miR-548aj-3p","ATF6B"
"239754","miR-548ah-3p","ATF6B"
"239755","miR-548ae-3p","ATF6B"
"239756","miR-628-5p","FOXE1"
"239757","miR-4728-3p","FOXE1"
"239758","miR-8055","ANKS6"
"239759","miR-1304-5p","ANKS6"
"239760","miR-6858-5p","ANKS6"
"239761","miR-4689","ANKS6"
"239762","miR-1224-5p","ANKS6"
"239763","miR-3915","ANKS6"
"239764","miR-3928-3p","ANKS6"
"239765","miR-3938","ANKS6"
"239766","miR-4801","ANKS6"
"239767","miR-4731-3p","ANKS6"
"239768","miR-3156-3p","SPIN3"
"239769","miR-1260a","SPIN3"
"239770","miR-1260b","SPIN3"
"239771","miR-188-3p","SPIN3"
"239772","miR-27a-5p","SPIN3"
"239773","miR-3124-3p","SPIN3"
"239774","miR-130b-5p","SPIN3"
"239775","miR-4301","SPIN3"
"239776","miR-6814-5p","SPIN3"
"239777","miR-6777-3p","SPIN3"
"239778","miR-340-5p","NTM"
"239779","miR-501-5p","NTM"
"239780","miR-500b-5p","NTM"
"239781","miR-362-5p","NTM"
"239782","miR-6788-5p","AR"
"239783","miR-30c-2-3p","AR"
"239784","miR-8085","AR"
"239785","miR-30c-1-3p","AR"
"239786","miR-6731-5p","AR"
"239787","miR-6878-5p","AR"
"239788","miR-6871-5p","AR"
"239789","miR-4762-3p","TRIM63"
"239790","miR-4256","TRIM63"
"239791","miR-6868-3p","TRIM63"
"239792","miR-6826-3p","TRIM63"
"239793","miR-6815-3p","TRIM63"
"239794","miR-7162-5p","TRIM63"
"239795","miR-516b-3p","TRIM63"
"239796","miR-516a-3p","TRIM63"
"239797","miR-6719-3p","TRIM63"
"239798","miR-4526","TRIM63"
"239799","miR-3660","TRIM63"
"239800","miR-6730-3p","TRIM63"
"239801","miR-130b-5p","TRIM63"
"239802","miR-3667-3p","TRIM63"
"239803","miR-6734-3p","TRIM63"
"239804","miR-6887-3p","TRIM63"
"239805","miR-6795-3p","TRIM63"
"239806","miR-490-3p","TRIM63"
"239807","miR-519e-5p","BSPRY"
"239808","miR-5695","BSPRY"
"239809","miR-515-5p","BSPRY"
"239810","miR-519d-5p","BSPRY"
"239811","miR-383-3p","BSPRY"
"239812","miR-6838-5p","BSPRY"
"239813","miR-330-3p","BSPRY"
"239814","miR-497-5p","BSPRY"
"239815","miR-424-5p","BSPRY"
"239816","miR-195-5p","BSPRY"
"239817","miR-16-5p","BSPRY"
"239818","miR-15b-5p","BSPRY"
"239819","miR-15a-5p","BSPRY"
"239820","miR-888-5p","BSPRY"
"239821","miR-6883-3p","ZWINT"
"239822","miR-1236-3p","ZWINT"
"239823","miR-6515-3p","ZWINT"
"239824","miR-454-5p","ZWINT"
"239825","miR-3163","ZWINT"
"239826","miR-216b-5p","ZWINT"
"239827","miR-4511","ZWINT"
"239828","miR-548b-3p","ZWINT"
"239829","miR-4668-3p","ZWINT"
"239830","miR-3662","ZWINT"
"239831","miR-7977","ZWINT"
"239832","miR-6715b-3p","ZWINT"
"239833","miR-215-3p","ZWINT"
"239834","miR-5699-3p","ZWINT"
"239835","miR-4421","ZWINT"
"239836","miR-6748-3p","ZWINT"
"239837","miR-4267","ZWINT"
"239838","miR-6736-3p","ZWINT"
"239839","miR-6715a-3p","ZWINT"
"239840","miR-5588-3p","ZWINT"
"239841","miR-6749-3p","TMEM198"
"239842","miR-4329","TMEM198"
"239843","miR-4524a-3p","TMEM198"
"239844","miR-4685-3p","TMEM198"
"239845","miR-4287","TMEM198"
"239846","miR-6080","TMEM198"
"239847","miR-6078","TMEM198"
"239848","miR-4324","TMEM198"
"239849","miR-5088-3p","TMEM198"
"239850","miR-150-5p","RBL1"
"239851","miR-7703","PABPC1L2B"
"239852","miR-4793-3p","PABPC1L2B"
"239853","miR-4639-3p","PABPC1L2B"
"239854","miR-7703","PABPC1L2A"
"239855","miR-4793-3p","PABPC1L2A"
"239856","miR-4639-3p","PABPC1L2A"
"239857","miR-574-5p","ZDHHC15"
"239858","miR-493-5p","ZDHHC15"
"239859","miR-4666a-5p","ZDHHC15"
"239860","miR-6867-5p","ZDHHC15"
"239861","miR-3177-5p","ZDHHC15"
"239862","miR-4279","ZMYM1"
"239863","miR-2355-5p","ZMYM1"
"239864","miR-6778-3p","ZMYM1"
"239865","miR-1976","ZMYM1"
"239866","miR-3653-5p","ZMYM1"
"239867","miR-6747-3p","ZMYM1"
"239868","miR-6727-3p","ZMYM1"
"239869","miR-4722-3p","ZMYM1"
"239870","miR-122-3p","ZMYM1"
"239871","miR-7703","TACR2"
"239872","miR-1227-3p","TACR2"
"239873","miR-661","TACR2"
"239874","miR-3116","TACR2"
"239875","miR-1254","TACR2"
"239876","miR-4252","TACR2"
"239877","miR-4793-3p","TACR2"
"239878","miR-1976","TACR2"
"239879","miR-6742-3p","TACR2"
"239880","miR-6747-3p","TACR2"
"239881","miR-4722-3p","TACR2"
"239882","miR-6727-3p","TACR2"
"239883","miR-1273g-3p","TACR2"
"239884","miR-483-3p","TACR2"
"239885","miR-411-5p","ITM2A"
"239886","miR-1244","ITM2A"
"239887","miR-26a-2-3p","SAR1A"
"239888","miR-26a-1-3p","SAR1A"
"239889","miR-335-3p","SAR1A"
"239890","miR-6749-3p","SAR1A"
"239891","miR-452-3p","SAR1A"
"239892","miR-3927-5p","SAR1A"
"239893","miR-5196-3p","SAR1A"
"239894","miR-641","SAR1A"
"239895","miR-3617-5p","SAR1A"
"239896","miR-7161-5p","SAR1A"
"239897","miR-548u","SAR1A"
"239898","miR-1236-3p","KLHL4"
"239899","miR-4279","MRPS15"
"239900","miR-6868-3p","MRPS15"
"239901","miR-6881-3p","MRPS15"
"239902","miR-6515-3p","MRPS15"
"239903","miR-1248","MRPS15"
"239904","miR-1237-3p","MRPS15"
"239905","miR-877-3p","MRPS15"
"239906","miR-4650-5p","MRPS15"
"239907","miR-1972","MRPS15"
"239908","miR-10a-3p","MRPS15"
"239909","miR-432-3p","PCDH11X"
"239910","miR-4775","PCDH11X"
"239911","miR-324-5p","PCDH11X"
"239912","miR-1306-5p","PCDH11X"
"239913","miR-590-3p","PCDH11X"
"239914","miR-3689d","TSPAN6"
"239915","miR-7641","TSPAN6"
"239916","miR-3650","TSPAN6"
"239917","miR-4284","TSPAN6"
"239918","miR-4695-3p","TSPAN6"
"239919","miR-4772-3p","TSPAN6"
"239920","miR-345-5p","TSPAN6"
"239921","miR-301b-5p","TSPAN6"
"239922","miR-301a-5p","TSPAN6"
"239923","miR-4638-5p","TSPAN6"
"239924","miR-1307-3p","TSPAN6"
"239925","miR-1304-3p","TSPAN6"
"239926","miR-6741-3p","TSPAN6"
"239927","miR-4254","TSPAN6"
"239928","miR-6890-3p","TSPAN6"
"239929","miR-3690","TSPAN6"
"239930","miR-3130-3p","SF3A3"
"239931","miR-4267","SF3A3"
"239932","miR-6736-3p","SF3A3"
"239933","miR-500b-3p","SF3A3"
"239934","miR-6818-3p","SYTL4"
"239935","miR-6888-3p","SYTL4"
"239936","miR-3191-5p","SYTL4"
"239937","miR-513b-5p","SYTL4"
"239938","miR-593-3p","SYTL4"
"239939","miR-6895-3p","SYTL4"
"239940","miR-3120-5p","SYTL4"
"239941","miR-6783-3p","MRPS16"
"239942","miR-1343-3p","MRPS16"
"239943","miR-7977","MRPS16"
"239944","miR-6769b-5p","MRPS16"
"239945","miR-6769a-5p","MRPS16"
"239946","miR-92a-2-5p","MRPS16"
"239947","miR-654-5p","MRPS16"
"239948","miR-541-3p","MRPS16"
"239949","miR-365b-5p","MRPS16"
"239950","miR-365a-5p","MRPS16"
"239951","miR-8052","MRPS16"
"239952","miR-3199","MRPS16"
"239953","miR-6804-3p","MRPS16"
"239954","miR-20b-3p","MRPS16"
"239955","miR-6742-3p","MRPS16"
"239956","miR-6852-5p","MRPS16"
"239957","miR-939-3p","MRPS16"
"239958","miR-5690","MRPS16"
"239959","miR-2114-5p","MRPS16"
"239960","miR-5588-3p","MRPS16"
"239961","miR-4674","ADK"
"239962","miR-6878-3p","ADK"
"239963","miR-203b-3p","ADK"
"239964","miR-7158-3p","ADK"
"239965","miR-6749-3p","ADK"
"239966","miR-1260b","ADK"
"239967","miR-1260a","ADK"
"239968","miR-4437","ADK"
"239969","miR-4757-5p","ADK"
"239970","miR-6744-3p","ADK"
"239971","miR-378g","ADK"
"239972","miR-4680-5p","ADK"
"239973","miR-532-3p","ADK"
"239974","miR-212-5p","ADK"
"239975","miR-6513-3p","ADK"
"239976","miR-1224-3p","ADK"
"239977","miR-8079","ADK"
"239978","miR-1245a","ADK"
"239979","miR-6813-3p","ADK"
"239980","miR-3924","BEX4"
"239981","miR-3941","BEX4"
"239982","miR-5580-3p","BEX4"
"239983","miR-603","BEX4"
"239984","miR-362-3p","BEX4"
"239985","miR-329-3p","BEX4"
"239986","miR-8485","BEX4"
"239987","miR-629-3p","TBC1D13"
"239988","miR-6818-3p","TBC1D13"
"239989","miR-4713-5p","TBC1D13"
"239990","miR-6867-3p","TBC1D13"
"239991","miR-519e-5p","TBC1D13"
"239992","miR-515-5p","TBC1D13"
"239993","miR-202-5p","TBC1D13"
"239994","miR-337-3p","TBC1D13"
"239995","miR-3655","TBC1D13"
"239996","miR-4685-3p","TBC1D13"
"239997","miR-4287","TBC1D13"
"239998","miR-7113-3p","TBC1D13"
"239999","miR-4469","TBC1D13"
"240000","miR-5695","TBC1D13"
"240001","miR-519d-5p","TBC1D13"
"240002","miR-3667-3p","TBC1D13"
"240003","miR-5088-3p","TBC1D13"
"240004","miR-6867-3p","C1orf50"
"240005","miR-466","C1orf50"
"240006","miR-6845-3p","C1orf50"
"240007","miR-4685-3p","C1orf50"
"240008","miR-4287","C1orf50"
"240009","miR-7113-3p","C1orf50"
"240010","miR-4469","C1orf50"
"240011","miR-4667-3p","C1orf50"
"240012","miR-1470","C1orf50"
"240013","miR-3120-3p","C1orf50"
"240014","miR-4789-3p","C1orf50"
"240015","miR-4643","C1orf50"
"240016","miR-493-5p","PTPRF"
"240017","let-7g-3p","PTPRF"
"240018","let-7a-2-3p","PTPRF"
"240019","let-7c-3p","PTPRF"
"240020","miR-542-3p","PTPRF"
"240021","miR-4504","PTPRF"
"240022","miR-2115-5p","PTPRF"
"240023","miR-4679","PTPRF"
"240024","miR-4677-3p","PTPRF"
"240025","miR-4704-3p","POLR1D"
"240026","miR-1303","POLR3A"
"240027","miR-5096","POLR3A"
"240028","miR-6848-3p","POLR3A"
"240029","miR-6843-3p","POLR3A"
"240030","miR-3187-3p","POLR3A"
"240031","miR-4435","POLR3A"
"240032","miR-588","POLR3A"
"240033","miR-548s","POLR3A"
"240034","miR-519e-5p","POLR3A"
"240035","miR-515-5p","POLR3A"
"240036","miR-378a-5p","POLR3A"
"240037","miR-197-3p","POLR3A"
"240038","miR-193b-5p","POLR3A"
"240039","miR-6131","POLR3A"
"240040","miR-4755-3p","POLR3A"
"240041","miR-3663-5p","POLR3A"
"240042","miR-3653-5p","POLR3A"
"240043","miR-5695","POLR3A"
"240044","miR-519d-5p","POLR3A"
"240045","miR-4716-5p","POLR3A"
"240046","miR-4781-3p","POLR3A"
"240047","miR-483-5p","POLR3A"
"240048","miR-4274","FAM213A"
"240049","miR-642a-5p","FAM213A"
"240050","miR-6866-5p","FAM213A"
"240051","miR-877-5p","FAM213A"
"240052","miR-4469","FAM213A"
"240053","miR-4778-3p","FAM213A"
"240054","miR-877-3p","FAM213A"
"240055","miR-2276-5p","FAM213A"
"240056","miR-6892-3p","FAM213A"
"240057","miR-4667-3p","FAM213A"
"240058","miR-1470","FAM213A"
"240059","miR-500b-3p","FAM213A"
"240060","miR-2114-5p","FAM213A"
"240061","miR-4482-5p","FAM213A"
"240062","miR-3130-5p","FAM213A"
"240063","miR-4446-5p","SURF6"
"240064","miR-5006-3p","SURF6"
"240065","miR-4755-5p","SURF6"
"240066","miR-6867-3p","SURF6"
"240067","miR-4287","SURF6"
"240068","miR-4685-3p","SURF6"
"240069","miR-4469","SURF6"
"240070","miR-6862-3p","SURF6"
"240071","miR-6784-3p","SURF6"
"240072","miR-3620-3p","SURF6"
"240073","miR-6865-3p","SURF6"
"240074","miR-6811-5p","RAB3B"
"240075","miR-6511b-5p","RAB3B"
"240076","miR-4763-3p","RAB3B"
"240077","miR-1207-5p","RAB3B"
"240078","miR-6841-3p","RAB3B"
"240079","miR-4692","RAB3B"
"240080","miR-4514","RAB3B"
"240081","miR-940","RAB3B"
"240082","miR-6893-5p","RAB3B"
"240083","miR-6808-5p","RAB3B"
"240084","miR-5089-5p","FFAR4"
"240085","miR-5589-5p","FFAR4"
"240086","miR-4731-5p","FFAR4"
"240087","miR-6506-5p","FFAR4"
"240088","miR-619-5p","FFAR4"
"240089","miR-500a-3p","FFAR4"
"240090","miR-6804-3p","FFAR4"
"240091","miR-3130-3p","FFAR4"
"240092","miR-1273g-3p","FFAR4"
"240093","miR-5590-3p","FFAR4"
"240094","miR-142-5p","FFAR4"
"240095","miR-6807-5p","PLCE1"
"240096","miR-4653-3p","PLCE1"
"240097","miR-18a-3p","PLCE1"
"240098","miR-324-3p","PLCE1"
"240099","miR-1913","PLCE1"
"240100","miR-4438","PLCE1"
"240101","miR-8055","OMA1"
"240102","miR-3152-5p","OMA1"
"240103","miR-1304-5p","OMA1"
"240104","miR-6836-3p","OMA1"
"240105","miR-6734-5p","OMA1"
"240106","miR-1226-5p","OMA1"
"240107","miR-6834-5p","OMA1"
"240108","miR-4312","OMA1"
"240109","miR-6781-3p","OMA1"
"240110","miR-2682-3p","OMA1"
"240111","miR-6133","OMA1"
"240112","miR-6130","OMA1"
"240113","miR-6129","OMA1"
"240114","miR-6127","OMA1"
"240115","miR-4510","OMA1"
"240116","miR-4419a","OMA1"
"240117","miR-6875-5p","OMA1"
"240118","miR-3126-5p","OMA1"
"240119","miR-1915-5p","OMA1"
"240120","miR-519e-3p","OMA1"
"240121","miR-515-3p","OMA1"
"240122","miR-33b-3p","OMA1"
"240123","miR-6877-3p","OMA1"
"240124","miR-6819-3p","OMA1"
"240125","miR-4709-3p","ALDH18A1"
"240126","miR-186-3p","OPALIN"
"240127","miR-6769a-3p","OPALIN"
"240128","miR-578","PATJ"
"240129","miR-4639-5p","PATJ"
"240130","miR-6867-3p","PATJ"
"240131","miR-211-5p","PATJ"
"240132","miR-204-5p","PATJ"
"240133","miR-6845-3p","PATJ"
"240134","miR-4685-3p","PATJ"
"240135","miR-7113-3p","PATJ"
"240136","miR-4287","PATJ"
"240137","miR-4469","PATJ"
"240138","miR-6832-3p","PATJ"
"240139","miR-3115","MTG2"
"240140","miR-4278","MTG2"
"240141","miR-6789-5p","MTG2"
"240142","miR-6824-5p","MTG2"
"240143","miR-6793-3p","MTG2"
"240144","miR-6868-3p","BRS3"
"240145","miR-556-3p","BRS3"
"240146","miR-6505-3p","BRS3"
"240147","miR-617","BRS3"
"240148","miR-3667-3p","BRS3"
"240149","miR-6734-3p","BRS3"
"240150","miR-6504-3p","BRS3"
"240151","miR-3591-5p","GOT1"
"240152","miR-483-3p","GOT1"
"240153","miR-5003-5p","GOT1"
"240154","miR-8485","GOT1"
"240155","miR-3180-5p","AFF2"
"240156","miR-525-5p","AFF2"
"240157","miR-520a-5p","AFF2"
"240158","miR-22-5p","AFF2"
"240159","miR-5584-3p","AFF2"
"240160","miR-488-5p","AFF2"
"240161","miR-4773","AFF2"
"240162","miR-148a-5p","AFF2"
"240163","miR-744-3p","GBP6"
"240164","miR-6794-3p","GBP6"
"240165","miR-6501-5p","GBP6"
"240166","miR-4423-5p","GBP6"
"240167","miR-760","GBP6"
"240168","miR-367-5p","GBP6"
"240169","miR-1267","GBP6"
"240170","miR-484","GBP6"
"240171","miR-3155b","GBP6"
"240172","miR-3155a","GBP6"
"240173","miR-4639-3p","GBP6"
"240174","miR-3664-5p","GBP6"
"240175","miR-758-3p","PRRG3"
"240176","miR-8070","PRRG3"
"240177","miR-6771-3p","PRRG3"
"240178","miR-548as-3p","PRRG3"
"240179","miR-6509-3p","ZNF275"
"240180","miR-6885-3p","ZNF275"
"240181","miR-18a-3p","ZNF275"
"240182","miR-519d-5p","ZNF275"
"240183","miR-3121-5p","ZNF275"
"240184","miR-1273g-3p","ZNF275"
