"","miRNA","mRNA"
"238723","miR-1299","PIGS"
"238724","miR-6128","PIGS"
"238725","miR-875-3p","PIGS"
"238726","miR-4446-5p","VDR"
"238727","miR-3679-3p","VDR"
"238728","miR-6826-3p","VDR"
"238729","miR-6795-3p","VDR"
"238730","miR-6887-3p","VDR"
"238731","miR-153-5p","VDR"
"238732","miR-1250-3p","VDR"
"238733","miR-548x-3p","VDR"
"238734","miR-548j-3p","VDR"
"238735","miR-548aq-3p","VDR"
"238736","miR-548am-3p","VDR"
"238737","miR-548aj-3p","VDR"
"238738","miR-548ah-3p","VDR"
"238739","miR-548ae-3p","VDR"
"238740","miR-548z","VDR"
"238741","miR-548h-3p","VDR"
"238742","miR-548d-3p","VDR"
"238743","miR-548bb-3p","VDR"
"238744","miR-548ac","VDR"
"238745","miR-133a-3p","ALDOC"
"238746","miR-6734-5p","ALDOC"
"238747","miR-6749-3p","ALDOC"
"238748","miR-202-5p","ALDOC"
"238749","miR-6883-3p","ALDOC"
"238750","miR-4281","ALDOC"
"238751","miR-4283","ALDOC"
"238752","miR-7106-3p","ALDOC"
"238753","miR-6738-5p","ALDOC"
"238754","miR-5194","ALDOC"
"238755","miR-1914-3p","ALDOC"
"238756","miR-423-5p","ALDOC"
"238757","miR-3184-5p","ALDOC"
"238758","miR-2116-3p","ALDOC"
"238759","miR-454-5p","ALDOC"
"238760","miR-6813-5p","ALDOC"
"238761","miR-6085","ALDOC"
"238762","miR-4659b-3p","ZNF747"
"238763","miR-4659a-3p","ZNF747"
"238764","miR-5006-3p","ZNF747"
"238765","miR-6875-3p","ZNF747"
"238766","miR-4755-5p","ZNF747"
"238767","miR-6844","ZNF747"
"238768","miR-211-5p","ZNF747"
"238769","miR-204-5p","ZNF747"
"238770","miR-623","ZNF747"
"238771","miR-4778-3p","ZNF747"
"238772","miR-6832-3p","ZNF747"
"238773","miR-6881-3p","LPXN"
"238774","miR-6780a-3p","LPXN"
"238775","miR-7111-3p","LPXN"
"238776","miR-4635","LPXN"
"238777","miR-138-1-3p","LPXN"
"238778","miR-877-3p","LPXN"
"238779","miR-4668-3p","LPXN"
"238780","miR-4537","ZBTB3"
"238781","miR-6776-5p","ZBTB3"
"238782","miR-6861-5p","ZBTB3"
"238783","miR-3925-3p","ZBTB3"
"238784","miR-1292-3p","ZBTB3"
"238785","miR-622","ZBTB3"
"238786","miR-4446-5p","SLFN12"
"238787","miR-1238-3p","SLFN12"
"238788","miR-670-3p","SLFN12"
"238789","miR-616-3p","SLFN12"
"238790","miR-3124-3p","SLFN12"
"238791","miR-6072","SLFN12"
"238792","miR-6891-3p","SLFN12"
"238793","miR-153-5p","SLFN12"
"238794","miR-4715-3p","RNF14"
"238795","miR-6869-5p","RNF14"
"238796","miR-7151-3p","RNF14"
"238797","miR-5095","RNF14"
"238798","miR-365b-5p","RNF14"
"238799","miR-365a-5p","RNF14"
"238800","miR-8052","RNF14"
"238801","miR-3199","RNF14"
"238802","miR-566","RNF14"
"238803","miR-6720-3p","RNF14"
"238804","miR-4763-5p","RNF14"
"238805","miR-6727-3p","RNF14"
"238806","miR-4722-3p","RNF14"
"238807","miR-6872-3p","RNF14"
"238808","miR-4438","RNF14"
"238809","miR-548s","GTF2F1"
"238810","miR-3926","GTF2F1"
"238811","miR-4786-5p","GTF2F1"
"238812","miR-494-3p","GTF2F1"
"238813","miR-3190-5p","GTF2F1"
"238814","miR-4728-3p","GTF2F1"
"238815","miR-4727-5p","TADA2A"
"238816","miR-6873-3p","TADA2A"
"238817","miR-4684-5p","TADA2A"
"238818","miR-942-5p","TADA2A"
"238819","miR-6817-5p","TADA2A"
"238820","miR-4769-3p","TADA2A"
"238821","miR-1236-3p","TADA2A"
"238822","miR-6515-3p","TADA2A"
"238823","miR-6817-3p","TADA2A"
"238824","miR-7110-3p","TADA2A"
"238825","miR-153-5p","TADA2A"
"238826","miR-487a-3p","TADA2A"
"238827","miR-154-3p","TADA2A"
"238828","miR-302f","TADA2A"
"238829","miR-3157-5p","TMEM134"
"238830","miR-1178-3p","TMEM134"
"238831","miR-92a-1-5p","TMEM134"
"238832","miR-6781-3p","TMEM134"
"238833","miR-2682-3p","TMEM134"
"238834","miR-3194-5p","TMEM134"
"238835","miR-150-5p","TMEM134"
"238836","miR-3918","TMEM134"
"238837","miR-4691-3p","TMEM134"
"238838","miR-4512","TMEM134"
"238839","miR-6819-3p","TMEM134"
"238840","miR-6877-3p","TMEM134"
"238841","miR-6858-3p","TMEM134"
"238842","miR-512-5p","TMEM134"
"238843","miR-4503","SPOP"
"238844","miR-3117-3p","SPOP"
"238845","miR-6792-5p","SPOP"
"238846","miR-8063","SPOP"
"238847","miR-4698","SPOP"
"238848","miR-6866-3p","SPOP"
"238849","miR-188-5p","SPOP"
"238850","miR-8083","SPOP"
"238851","miR-3169","SPOP"
"238852","miR-4759","SPOP"
"238853","miR-605-5p","SPOP"
"238854","miR-4668-3p","SPOP"
"238855","miR-6739-3p","SPOP"
"238856","miR-375","SPOP"
"238857","miR-599","SPOP"
"238858","miR-6833-3p","SPOP"
"238859","miR-4768-5p","SPOP"
"238860","miR-7156-5p","SPOP"
"238861","miR-4677-5p","SPOP"
"238862","miR-4273","SPOP"
"238863","miR-3161","SPOP"
"238864","miR-6873-3p","SPOP"
"238865","miR-6868-3p","SPOP"
"238866","miR-4778-3p","SPOP"
"238867","miR-942-5p","SPOP"
"238868","miR-1236-3p","SPOP"
"238869","miR-6515-3p","SPOP"
"238870","miR-6817-3p","SPOP"
"238871","miR-7110-3p","SPOP"
"238872","miR-1248","SPOP"
"238873","miR-3163","SPOP"
"238874","miR-513c-3p","SPOP"
"238875","miR-513a-3p","SPOP"
"238876","miR-3606-3p","SPOP"
"238877","miR-4282","SPOP"
"238878","miR-4446-5p","SPOP"
"238879","miR-4659b-3p","SPOP"
"238880","miR-4659a-3p","SPOP"
"238881","miR-6875-3p","SPOP"
"238882","miR-4652-3p","SPOP"
"238883","miR-544a","SPOP"
"238884","miR-5006-3p","SPOP"
"238885","miR-4755-5p","SPOP"
"238886","miR-548aw","SPOP"
"238887","miR-211-5p","SPOP"
"238888","miR-204-5p","SPOP"
"238889","miR-623","SPOP"
"238890","miR-1468-3p","SPOP"
"238891","miR-548x-5p","SPOP"
"238892","miR-548g-5p","SPOP"
"238893","miR-548f-5p","SPOP"
"238894","miR-548aj-5p","SPOP"
"238895","miR-539-5p","SPOP"
"238896","miR-627-3p","SPOP"
"238897","miR-3124-3p","SPOP"
"238898","miR-3182","SPOP"
"238899","miR-2276-3p","SPOP"
"238900","miR-4772-3p","SPOP"
"238901","miR-1237-3p","SPOP"
"238902","miR-5088-3p","SPOP"
"238903","miR-548c-3p","SPOP"
"238904","miR-5096","SERPINA3"
"238905","miR-499b-5p","SERPINA3"
"238906","miR-1298-3p","MYBPC1"
"238907","miR-6894-3p","NT5DC3"
"238908","miR-4763-5p","NT5DC3"
"238909","miR-3613-3p","C17orf77"
"238910","miR-5003-3p","C17orf77"
"238911","miR-548b-3p","C17orf77"
"238912","miR-3133","C17orf77"
"238913","miR-5582-3p","C17orf77"
"238914","miR-548x-3p","C17orf77"
"238915","miR-548j-3p","C17orf77"
"238916","miR-548aq-3p","C17orf77"
"238917","miR-548am-3p","C17orf77"
"238918","miR-548aj-3p","C17orf77"
"238919","miR-548ah-3p","C17orf77"
"238920","miR-548ae-3p","C17orf77"
"238921","miR-6772-3p","CD300E"
"238922","miR-367-5p","CD300E"
"238923","miR-6752-3p","CD300E"
"238924","miR-5096","SRSF2"
"238925","miR-599","SRSF2"
"238926","miR-3161","SRSF2"
"238927","miR-627-3p","SRSF2"
"238928","miR-6765-3p","SRSF2"
"238929","miR-3622b-3p","SRSF2"
"238930","miR-3622a-3p","SRSF2"
"238931","miR-3613-3p","SRSF2"
"238932","miR-501-5p","SRSF2"
"238933","miR-500a-5p","SRSF2"
"238934","miR-1264","SRSF2"
"238935","miR-551b-5p","SRSF2"
"238936","miR-548c-3p","SRSF2"
"238937","miR-1303","ICA1L"
"238938","miR-5096","ICA1L"
"238939","miR-6848-3p","ICA1L"
"238940","miR-6843-3p","ICA1L"
"238941","miR-378a-5p","ICA1L"
"238942","miR-197-3p","ICA1L"
"238943","miR-4662a-5p","ICA1L"
"238944","miR-193b-5p","ICA1L"
"238945","miR-1193","ICA1L"
"238946","miR-1976","ICA1L"
"238947","miR-136-5p","ICA1L"
"238948","miR-4716-5p","ICA1L"
"238949","miR-2392","ICA1L"
"238950","miR-575","ICA1L"
"238951","miR-4676-5p","ICA1L"
"238952","miR-335-3p","SNX9"
"238953","miR-5096","SNX9"
"238954","miR-3152-5p","SNX9"
"238955","miR-4774-3p","SNX9"
"238956","miR-6836-3p","SNX9"
"238957","miR-3679-3p","SNX9"
"238958","miR-211-5p","SNX9"
"238959","miR-204-5p","SNX9"
"238960","miR-136-5p","SNX9"
"238961","miR-6866-3p","SNX9"
"238962","miR-188-5p","SNX9"
"238963","miR-744-3p","TMCO1"
"238964","miR-106a-3p","TMCO1"
"238965","miR-4423-5p","TMCO1"
"238966","miR-6501-5p","TMCO1"
"238967","miR-4430","TMCO1"
"238968","miR-3652","TMCO1"
"238969","miR-3622b-5p","TMCO1"
"238970","miR-122-5p","TMCO1"
"238971","miR-504-3p","TMCO1"
"238972","miR-3135b","TMCO1"
"238973","miR-6741-3p","TMCO1"
"238974","miR-454-3p","TMCO1"
"238975","miR-3666","TMCO1"
"238976","miR-4295","TMCO1"
"238977","miR-301b-3p","TMCO1"
"238978","miR-301a-3p","TMCO1"
"238979","miR-130b-3p","TMCO1"
"238980","miR-5197-5p","TMCO1"
"238981","miR-130a-3p","TMCO1"
"238982","miR-1251-5p","TMCO1"
"238983","miR-517-5p","TMCO1"
"238984","miR-1976","TMCO1"
"238985","miR-3653-5p","TMCO1"
"238986","miR-325","TMCO1"
"238987","miR-628-3p","TMCO1"
"238988","miR-6747-3p","TMCO1"
"238989","miR-6769b-3p","TMCO1"
"238990","miR-4723-3p","TMCO1"
"238991","miR-3183","TMCO1"
"238992","miR-125a-3p","TMCO1"
"238993","miR-6749-3p","GPR55"
"238994","miR-6787-3p","GPR55"
"238995","miR-660-3p","GPR55"
"238996","miR-498","ZNF320"
"238997","miR-6778-3p","ZNF320"
"238998","miR-4772-3p","ZNF320"
"238999","miR-6787-3p","ZNF320"
"239000","miR-1304-3p","ZNF320"
"239001","miR-4485-5p","ZNF320"
"239002","miR-1281","ZNF320"
"239003","miR-6736-3p","ZNF320"
"239004","miR-6890-3p","ZNF320"
"239005","miR-4701-5p","ZNF320"
"239006","miR-6807-5p","ZNF320"
"239007","miR-1914-5p","ZNF320"
"239008","miR-6748-3p","ZNF320"
"239009","miR-1228-3p","ZNF320"
"239010","miR-640","ZNF321P"
"239011","miR-378a-5p","ZNF321P"
"239012","miR-4777-3p","ZNF321P"
"239013","miR-6821-3p","ZNF321P"
"239014","miR-6790-3p","ZNF321P"
"239015","miR-3653-5p","ZNF321P"
"239016","miR-3934-5p","ZNF321P"
"239017","miR-764","ZNF321P"
"239018","miR-125a-3p","ZNF321P"
"239019","miR-6826-3p","EID2"
"239020","miR-550a-3p","EID2"
"239021","miR-200c-5p","EID2"
"239022","miR-1914-5p","EID2"
"239023","miR-6795-3p","EID2"
"239024","miR-6760-3p","EID2"
"239025","miR-4465","44818"
"239026","miR-4279","44818"
"239027","miR-26b-5p","44818"
"239028","miR-26a-5p","44818"
"239029","miR-1297","44818"
"239030","miR-1976","44818"
"239031","miR-3653-5p","44818"
"239032","miR-6747-3p","44818"
"239033","miR-6727-3p","44818"
"239034","miR-4722-3p","44818"
"239035","miR-6784-5p","44818"
"239036","miR-6513-3p","44818"
"239037","miR-8062","44818"
"239038","miR-6823-3p","CCDC174"
"239039","miR-7111-3p","CCDC174"
"239040","miR-1260b","CCDC174"
"239041","miR-1260a","CCDC174"
"239042","miR-6794-3p","CCDC174"
"239043","miR-6515-3p","CCDC174"
"239044","miR-6837-3p","CCDC174"
"239045","miR-6845-3p","CCDC174"
"239046","miR-138-1-3p","CCDC174"
"239047","miR-3667-3p","CCDC174"
"239048","miR-6734-3p","CCDC174"
"239049","miR-6769b-3p","CCDC174"
"239050","miR-3183","CCDC174"
"239051","miR-4723-3p","CCDC174"
"239052","miR-6777-3p","CCDC174"
"239053","miR-4756-3p","CCDC174"
"239054","miR-3919","CCDC174"
"239055","miR-483-3p","CCDC174"
"239056","miR-3925-5p","CCDC174"
"239057","miR-3680-5p","CCDC174"
"239058","miR-4745-5p","TXNRD3NB"
"239059","miR-133b","TXNRD3NB"
"239060","miR-133a-3p","TXNRD3NB"
"239061","miR-6796-5p","TXNRD3NB"
"239062","miR-6848-3p","TXNRD3NB"
"239063","miR-6843-3p","TXNRD3NB"
"239064","miR-1260b","TXNRD3NB"
"239065","miR-1260a","TXNRD3NB"
"239066","miR-6742-5p","TXNRD3NB"
"239067","miR-4447","TXNRD3NB"
"239068","miR-4472","TXNRD3NB"
"239069","miR-3151-5p","TXNRD3NB"
"239070","miR-491-5p","TXNRD3NB"
"239071","miR-185-3p","TXNRD3NB"
"239072","miR-4283","TXNRD3NB"
"239073","miR-4489","TXNRD3NB"
"239074","miR-7974","TXNRD3NB"
"239075","miR-134-3p","TXNRD3NB"
"239076","miR-532-3p","TXNRD3NB"
"239077","miR-1224-3p","TXNRD3NB"
"239078","miR-5002-5p","TXNRD3NB"
"239079","miR-5585-3p","RBMY1B"
"239080","miR-570-3p","RBMY1B"
"239081","miR-3121-5p","RBMY1B"
"239082","miR-5585-3p","RBMY1A1"
"239083","miR-570-3p","RBMY1A1"
"239084","miR-3121-5p","RBMY1A1"
"239085","miR-5585-3p","RBMY1D"
"239086","miR-570-3p","RBMY1D"
"239087","miR-3121-5p","RBMY1D"
"239088","miR-5585-3p","RBMY1E"
"239089","miR-570-3p","RBMY1E"
"239090","miR-3121-5p","RBMY1E"
"239091","miR-4715-3p","C21orf59"
"239092","miR-7151-3p","C21orf59"
"239093","miR-5095","C21orf59"
"239094","miR-365b-5p","C21orf59"
"239095","miR-365a-5p","C21orf59"
"239096","miR-8052","C21orf59"
"239097","miR-3199","C21orf59"
"239098","miR-566","C21orf59"
"239099","miR-6720-3p","C21orf59"
"239100","miR-4763-5p","C21orf59"
"239101","miR-6727-3p","C21orf59"
"239102","miR-4722-3p","C21orf59"
"239103","miR-6872-3p","C21orf59"
"239104","miR-4438","C21orf59"
"239105","miR-2681-5p","NKX3-2"
"239106","miR-513b-5p","NKX3-2"
"239107","miR-582-5p","NKX3-2"
"239108","miR-101-3p","NKX3-2"
"239109","miR-4719","NKX3-2"
"239110","miR-4762-5p","NKX3-2"
"239111","miR-6818-3p","VLDLR"
"239112","miR-6828-3p","VLDLR"
"239113","miR-767-3p","VLDLR"
"239114","miR-372-5p","VLDLR"
"239115","miR-371a-5p","VLDLR"
"239116","miR-616-5p","VLDLR"
"239117","miR-373-5p","VLDLR"
"239118","miR-371b-5p","VLDLR"
"239119","miR-6891-3p","VLDLR"
"239120","miR-4686","VLDLR"
"239121","miR-6072","VLDLR"
"239122","miR-450b-5p","DNAJC21"
"239123","miR-1468-3p","DNAJC21"
"239124","miR-548x-5p","DNAJC21"
"239125","miR-548g-5p","DNAJC21"
"239126","miR-548f-5p","DNAJC21"
"239127","miR-548aj-5p","DNAJC21"
"239128","miR-617","DNAJC21"
"239129","miR-3667-3p","DNAJC21"
"239130","miR-6734-3p","DNAJC21"
"239131","miR-8063","DNAJC21"
"239132","miR-500a-5p","DNAJC21"
"239133","miR-186-5p","DNAJC21"
"239134","miR-3133","DNAJC21"
"239135","miR-6848-3p","SEC14L4"
"239136","miR-6843-3p","SEC14L4"
"239137","miR-1193","SEC14L4"
"239138","miR-136-5p","SEC14L4"
"239139","miR-2392","SEC14L4"
"239140","miR-5089-5p","SEC14L4"
"239141","miR-5589-5p","SEC14L4"
"239142","miR-4731-5p","SEC14L4"
"239143","miR-6778-3p","SEC14L4"
"239144","miR-6506-5p","SEC14L4"
"239145","miR-619-5p","SEC14L4"
"239146","miR-3692-5p","SEC14L4"
"239147","miR-150-5p","SEC14L4"
"239148","miR-186-3p","SEC14L4"
"239149","miR-512-5p","SEC14L4"
"239150","miR-548av-3p","SEC14L4"
"239151","miR-9-3p","PGM2"
"239152","miR-3613-3p","PGM2"
"239153","miR-5000-5p","PGM2"
"239154","miR-5582-3p","PGM2"
"239155","miR-548x-3p","PGM2"
"239156","miR-548j-3p","PGM2"
"239157","miR-548aq-3p","PGM2"
"239158","miR-548am-3p","PGM2"
"239159","miR-548aj-3p","PGM2"
"239160","miR-548ah-3p","PGM2"
"239161","miR-548ae-3p","PGM2"
"239162","miR-651-5p","KLRD1"
"239163","miR-6514-3p","KLRD1"
"239164","miR-6512-3p","KLRD1"
"239165","miR-6720-5p","KLRD1"
"239166","miR-4633-5p","KLRD1"
"239167","miR-4266","KLRD1"
"239168","miR-6811-3p","KLRD1"
"239169","miR-532-5p","KLRD1"
"239170","miR-4779","KLRD1"
"239171","miR-4695-5p","KLRD1"
"239172","miR-129-2-3p","KLRD1"
"239173","miR-129-1-3p","KLRD1"
"239174","miR-6840-3p","C2orf48"
"239175","miR-6759-3p","C2orf48"
"239176","miR-8067","C2orf48"
"239177","miR-4469","C2orf48"
"239178","miR-6508-5p","C2orf48"
"239179","miR-4655-3p","C2orf48"
"239180","miR-6803-3p","C2orf48"
"239181","miR-6769b-3p","C2orf48"
"239182","miR-4723-3p","C2orf48"
"239183","miR-3183","C2orf48"
"239184","miR-2276-5p","C2orf48"
"239185","miR-6749-3p","C2orf48"
"239186","miR-1260b","C2orf48"
"239187","miR-1260a","C2orf48"
"239188","miR-532-3p","C2orf48"
"239189","miR-6791-5p","C2orf48"
"239190","miR-4292","C2orf48"
"239191","miR-4308","C2orf48"
"239192","miR-3194-5p","C2orf50"
"239193","miR-4753-5p","C2orf50"
"239194","miR-514b-5p","ZBED1"
"239195","miR-513c-5p","ZBED1"
"239196","miR-3124-3p","ZBED1"
"239197","miR-1304-3p","ZBED1"
"239198","miR-372-5p","ZBED1"
"239199","miR-371a-5p","ZBED1"
"239200","miR-616-5p","ZBED1"
"239201","miR-373-5p","ZBED1"
"239202","miR-371b-5p","ZBED1"
"239203","miR-6892-3p","ZBED1"
"239204","miR-4762-5p","ZBED1"
"239205","miR-216b-5p","ZBED1"
"239206","miR-384","FREM1"
"239207","miR-7975","FREM1"
"239208","miR-5571-3p","FREM1"
"239209","miR-138-1-3p","FREM1"
"239210","miR-186-3p","FREM1"
"239211","miR-7703","SERF1B"
"239212","miR-542-3p","SERF1B"
"239213","miR-566","SERF1B"
"239214","miR-6789-3p","SERF1B"
"239215","miR-1273f","SERF1B"
"239216","miR-7978","SERF1B"
"239217","miR-4456","SERF1B"
"239218","miR-548q","SERF1B"
"239219","miR-4299","SERF1B"
"239220","miR-4793-3p","SERF1B"
"239221","miR-3925-3p","SERF1B"
"239222","miR-622","SERF1B"
"239223","miR-652-3p","SERF1B"
"239224","miR-508-5p","SERF1B"
"239225","miR-4436b-5p","SMN2"
"239226","miR-6509-3p","SMN2"
"239227","miR-5591-3p","SMN2"
"239228","miR-660-5p","SMN2"
"239229","miR-129-5p","PTCD2"
"239230","miR-3680-3p","PTCD2"
"239231","miR-557","PTCD2"
"239232","miR-507","PTCD2"
"239233","miR-450b-5p","PTCD2"
"239234","miR-4531","PTCD2"
"239235","miR-4666b","PTCD2"
"239236","miR-5011-3p","PTCD2"
"239237","miR-19b-3p","PTCD2"
"239238","miR-19a-3p","PTCD2"
"239239","miR-5703","PTCD2"
"239240","miR-4516","PTCD2"
"239241","miR-4434","PTCD2"
"239242","miR-514b-3p","ATXN3L"
"239243","miR-514a-3p","ATXN3L"
"239244","miR-1238-3p","ATXN3L"
"239245","miR-670-3p","ATXN3L"
"239246","miR-4753-3p","ATXN3L"
"239247","miR-130b-5p","ATXN3L"
"239248","miR-6891-3p","ATXN3L"
"239249","miR-6072","ATXN3L"
"239250","miR-548g-3p","ATXN3L"
"239251","miR-548e-5p","ATXN3L"
"239252","miR-607","IFNB1"
"239253","miR-6080","IFNB1"
"239254","miR-4698","IFNB1"
"239255","miR-8063","IFNB1"
"239256","miR-513c-3p","IFNB1"
"239257","miR-513a-3p","IFNB1"
"239258","miR-3606-3p","IFNB1"
"239259","miR-4282","IFNB1"
"239260","miR-548c-3p","IFNB1"
"239261","miR-192-3p","ATP6AP1L"
"239262","miR-6501-5p","ATP6AP1L"
"239263","miR-2681-5p","STEAP4"
"239264","miR-5006-3p","STEAP4"
"239265","miR-4755-5p","STEAP4"
"239266","miR-211-5p","STEAP4"
"239267","miR-204-5p","STEAP4"
"239268","miR-623","STEAP4"
"239269","miR-6832-3p","STEAP4"
"239270","miR-6758-3p","STEAP4"
"239271","miR-3065-5p","STEAP4"
"239272","miR-3613-3p","STEAP4"
"239273","miR-3938","STEAP4"
"239274","miR-3529-3p","STEAP4"
"239275","miR-548z","STEAP4"
"239276","miR-548h-3p","STEAP4"
"239277","miR-548d-3p","STEAP4"
"239278","miR-548bb-3p","STEAP4"
"239279","miR-548ac","STEAP4"
"239280","miR-524-5p","RPP40"
"239281","miR-520d-5p","RPP40"
"239282","miR-3613-3p","RPP40"
"239283","miR-6805-3p","IL2RA"
"239284","miR-5691","IL2RA"
"239285","miR-3194-3p","IL2RA"
"239286","miR-6513-5p","POLR2J3"
"239287","miR-887-5p","POLR2J3"
"239288","miR-3913-5p","POLR2J3"
"239289","miR-3122","POLR2J3"
"239290","miR-450a-1-3p","POLR2J3"
"239291","miR-6779-5p","POLR2J3"
"239292","miR-6780a-5p","POLR2J3"
"239293","miR-3689c","POLR2J3"
"239294","miR-3689b-3p","POLR2J3"
"239295","miR-3689a-3p","POLR2J3"
"239296","miR-30b-3p","POLR2J3"
"239297","miR-6788-5p","POLR2J3"
"239298","miR-1273h-5p","POLR2J3"
"239299","miR-30c-2-3p","POLR2J3"
"239300","miR-4750-5p","POLR2J3"
"239301","miR-30c-1-3p","POLR2J3"
"239302","miR-7977","POLR2J3"
"239303","miR-6799-5p","POLR2J3"
"239304","miR-6883-5p","POLR2J3"
"239305","miR-6785-5p","POLR2J3"
"239306","miR-4728-5p","POLR2J3"
"239307","miR-149-3p","POLR2J3"
"239308","miR-4785","POLR2J3"
"239309","miR-6089","POLR2J3"
"239310","miR-6499-5p","POLR2J3"
"239311","miR-338-3p","POLR2J3"
"239312","miR-7157-5p","POLR2J3"
"239313","miR-4310","POLR2J3"
"239314","miR-544a","NGRN"
"239315","miR-5189-3p","NGRN"
"239316","miR-6728-3p","NGRN"
"239317","miR-216b-5p","NGRN"
"239318","miR-5584-3p","MAGEB4"
"239319","miR-4659b-3p","MAGEB4"
"239320","miR-4659a-3p","MAGEB4"
"239321","miR-6875-3p","MAGEB4"
"239322","miR-4482-3p","MAGEB4"
"239323","miR-7159-3p","MAGEB4"
"239324","miR-5006-3p","MAGEB4"
"239325","miR-4755-5p","MAGEB4"
"239326","miR-3942-3p","MAGEB4"
"239327","miR-211-5p","MAGEB4"
"239328","miR-204-5p","MAGEB4"
"239329","miR-623","MAGEB4"
"239330","miR-5100","MAGEB4"
"239331","miR-627-3p","MAGEB4"
"239332","miR-6832-3p","MAGEB4"
"239333","miR-10b-3p","MAGEB4"
"239334","miR-141-5p","MAGEB4"
"239335","miR-5003-3p","MAGEB4"
"239336","miR-4641","DVL1"
"239337","miR-5002-3p","DVL1"
"239338","miR-8057","ATAD3C"
"239339","miR-24-3p","ATAD3C"
"239340","miR-4284","ATAD3C"
"239341","miR-3937","ATAD3C"
"239342","miR-6890-3p","ATAD3C"
"239343","miR-1238-3p","ID4"
"239344","miR-6873-3p","ID4"
"239345","miR-6881-3p","ID4"
"239346","miR-6780a-3p","ID4"
"239347","miR-7111-3p","ID4"
"239348","miR-3124-3p","ID4"
"239349","miR-432-5p","ID4"
"239350","miR-6817-3p","ID4"
"239351","miR-7110-3p","ID4"
"239352","miR-665","UQCRQ"
"239353","miR-6513-5p","UQCRQ"
"239354","miR-887-5p","UQCRQ"
"239355","miR-3913-5p","UQCRQ"
"239356","miR-3122","UQCRQ"
"239357","miR-450a-1-3p","UQCRQ"
"239358","miR-6780a-5p","UQCRQ"
"239359","miR-6779-5p","UQCRQ"
"239360","miR-3689c","UQCRQ"
"239361","miR-3689b-3p","UQCRQ"
"239362","miR-3689a-3p","UQCRQ"
"239363","miR-30b-3p","UQCRQ"
"239364","miR-1273h-5p","UQCRQ"
"239365","miR-6788-5p","UQCRQ"
"239366","miR-30c-2-3p","UQCRQ"
"239367","miR-30c-1-3p","UQCRQ"
"239368","miR-6765-5p","UQCRQ"
"239369","miR-6799-5p","UQCRQ"
"239370","miR-6883-5p","UQCRQ"
"239371","miR-6785-5p","UQCRQ"
"239372","miR-4728-5p","UQCRQ"
"239373","miR-149-3p","UQCRQ"
"239374","miR-7106-5p","UQCRQ"
"239375","miR-6722-5p","UQCRQ"
"239376","miR-7160-5p","UQCRQ"
"239377","miR-6884-5p","UQCRQ"
"239378","miR-485-5p","UQCRQ"
"239379","miR-6087","UQCRQ"
"239380","miR-3197","UQCRQ"
"239381","miR-4649-3p","UQCRQ"
"239382","miR-1288-5p","UQCRQ"
"239383","miR-4478","UQCRQ"
"239384","miR-4419b","UQCRQ"
"239385","miR-3929","UQCRQ"
"239386","miR-5694","UQCRQ"
"239387","miR-744-3p","SLC35E2B"
"239388","miR-8057","SLC35E2B"
"239389","miR-106a-3p","SLC35E2B"
"239390","miR-4423-5p","SLC35E2B"
"239391","miR-6501-5p","SLC35E2B"
"239392","miR-4430","SLC35E2B"
"239393","miR-3652","SLC35E2B"
"239394","miR-24-3p","SLC35E2B"
"239395","miR-4284","SLC35E2B"
"239396","miR-564","SLC35E2B"
"239397","miR-122-5p","SLC35E2B"
"239398","miR-504-3p","SLC35E2B"
"239399","miR-3135b","SLC35E2B"
"239400","miR-367-5p","SLC35E2B"
"239401","miR-183-5p","SLC35E2B"
"239402","miR-454-3p","SLC35E2B"
"239403","miR-4295","SLC35E2B"
"239404","miR-3666","SLC35E2B"
"239405","miR-301b-3p","SLC35E2B"
"239406","miR-301a-3p","SLC35E2B"
"239407","miR-130b-3p","SLC35E2B"
"239408","miR-130a-3p","SLC35E2B"
"239409","miR-5197-5p","SLC35E2B"
"239410","miR-8067","LANCL3"
"239411","miR-6508-5p","LANCL3"
"239412","miR-4719","LANCL3"
"239413","miR-5680","LANCL3"
"239414","miR-660-5p","LANCL3"
"239415","miR-1273d","LANCL3"
"239416","miR-7977","HSPA14"
"239417","miR-556-3p","TMX2"
"239418","miR-4733-5p","TMX2"
"239419","miR-605-5p","TMX2"
"239420","miR-513c-3p","CEP68"
"239421","miR-513a-3p","CEP68"
"239422","miR-3606-3p","CEP68"
"239423","miR-6783-3p","HES2"
"239424","miR-1343-3p","HES2"
"239425","miR-23b-5p","HES2"
"239426","miR-23a-5p","HES2"
"239427","miR-4772-3p","HES2"
"239428","miR-3920","HES2"
"239429","miR-1304-3p","HES2"
"239430","miR-6742-3p","HES2"
"239431","miR-6852-5p","HES2"
"239432","miR-939-3p","HES2"
"239433","miR-660-3p","HES2"
"239434","miR-6890-3p","HES2"
"239435","miR-1306-5p","HES2"
"239436","miR-203b-3p","HES2"
"239437","miR-7158-3p","HES2"
"239438","miR-378a-5p","HES2"
"239439","miR-6821-3p","HES2"
"239440","miR-6790-3p","HES2"
"239441","miR-4680-5p","HES2"
"239442","miR-4635","HES2"
"239443","miR-3653-5p","HES2"
"239444","miR-3934-5p","HES2"
"239445","miR-764","HES2"
"239446","miR-5590-5p","CUBN"
"239447","miR-607","CUBN"
"239448","miR-130b-5p","CUBN"
"239449","miR-520h","CUBN"
"239450","miR-520g-3p","CUBN"
