"","miRNA","mRNA"
"736","miR-200b-3p","DNAJC15"
"737","miR-200b-3p","TMOD3"
"738","miR-200b-3p","FBXO33"
"739","miR-200b-3p","BNC2"
"740","miR-200b-3p","DNAJB12"
"741","miR-200b-3p","DNMT3B"
"742","miR-200b-3p","HAUS6"
"743","miR-200b-3p","TNKS2"
"744","miR-200b-3p","DHRS1"
"745","miR-200b-3p","SSFA2"
"746","miR-200b-3p","CREBBP"
"747","miR-200b-3p","MCM10"
"748","miR-200b-3p","TPCN1"
"749","miR-200b-3p","NELL2"
"750","miR-200b-3p","TTC9C"
"751","miR-200b-3p","STXBP3"
"752","miR-200b-3p","BCL9"
"753","miR-200b-3p","WDR82"
"754","miR-200b-3p","PMP22"
"755","miR-200b-3p","GPM6A"
"756","miR-200b-3p","ZNF518"
"757","miR-200b-3p","BCL2"
"758","miR-200b-3p","CEP350"
"759","miR-200b-3p","ATP5S"
"760","miR-200b-3p","ARHGEF17"
"761","miR-200b-3p","C12orf32"
"762","miR-200b-3p","OSTM1"
"763","miR-200b-3p","LYRM2"
"764","miR-200b-3p","USP34"
"765","miR-200b-3p","PRO0149"
"766","miR-200b-3p","PLEKHA3"
"767","miR-200b-3p","IRX5"
"768","miR-200b-3p","ISOC1"
"769","miR-200b-3p","ERMP1"
"770","miR-200b-3p","VASH2"
"771","miR-200b-3p","FBXO11"
"772","miR-200b-3p","UBR1"
"773","miR-200b-3p","NPM1"
"774","miR-200b-3p","PDK4"
"775","miR-200b-3p","IGF2BP3"
"776","miR-200b-3p","GATAD2B"
"777","miR-200b-3p","GPR180"
"778","miR-200b-3p","TMEM168"
"779","miR-200b-3p","NMT2"
"780","miR-200b-3p","SEC24D"
"781","miR-200b-3p","ZDHHC21"
"782","miR-200b-3p","CHSY1"
"783","miR-200b-3p","FBLN1"
"784","miR-200b-3p","ARPC2"
"785","miR-200b-3p","DIXDC1"
"786","miR-200b-3p","EP300"
"787","miR-200b-3p","TIAL1"
"788","miR-200b-3p","UBA6"
"789","miR-200b-3p","PDIA3"
"790","miR-200b-3p","SMARCAD1"
"791","miR-200b-3p","CASK"
"792","miR-200b-3p","SMAD4"
"793","miR-200b-3p","ZYG11B"
"794","miR-200b-3p","PARP1"
"795","miR-200b-3p","CLDND1"
"796","miR-200b-3p","LMBR1"
"797","miR-200b-3p","NAA40"
"798","miR-200b-3p","SRSF1"
"799","miR-200b-3p","NCOR2"
"800","miR-200b-3p","FAM114A2"
"801","miR-200b-3p","SAPS3"
"802","miR-200b-3p","SSR1"
"803","miR-200b-3p","GBE1"
"804","miR-200b-3p","TM7SF3"
"805","miR-200b-3p","IL7"
"806","miR-200b-3p","VEZT"
"807","miR-200b-3p","AP3S1"
"808","miR-200b-3p","UBA3"
"809","miR-200b-3p","MAPK6"
"810","miR-200b-3p","NAP1L5"
"811","miR-200b-3p","BTG3"
"812","miR-200b-3p","DOCK4"
"813","miR-200b-3p","PPM1A"
"814","miR-200b-3p","HPS3"
"815","miR-200b-3p","KIAA1704"
"816","miR-200b-3p","C12orf49"
"817","miR-200b-3p","UBE2W"
"818","miR-200b-3p","FRMPD1"
"819","miR-200b-3p","LYSMD3"
"820","miR-200b-3p","METAP2"
"821","miR-200b-3p","CELF1"
"822","miR-200b-3p","TSNAX"
"823","miR-200b-3p","CDT1"
"824","miR-200b-3p","C7orf60"
"825","miR-200b-3p","ELK4"
"826","miR-200b-3p","FZD3"
"827","miR-200b-3p","TRAF3"
"828","miR-200b-3p","PCTK2"
"829","miR-200b-3p","AHNAK"
"830","miR-200b-3p","FUBP3"
"831","miR-200b-3p","DCAF13"
"832","miR-200b-3p","TAB2"
"833","miR-200b-3p","IQGAP2"
"834","miR-200b-3p","MYB"
"835","miR-200b-3p","GTF3C4"
"836","miR-200b-3p","NCKAP1"
"837","miR-200b-3p","SRD5A1"
"838","miR-200b-3p","SHOC2"
"839","miR-200b-3p","FLJ25778"
"840","miR-200b-3p","DNMT3A"
"841","miR-200b-3p","CPE"
"842","miR-200b-3p","IPO7"
"843","miR-200b-3p","SPRY2"
"844","miR-200b-3p","SH3PXD2A"
"845","miR-200b-3p","ARHGEF12"
"846","miR-200b-3p","TTC5"
"847","miR-200b-3p","FABP5"
"848","miR-200b-3p","NME2P1"
"849","miR-200b-3p","GLUL"
"850","miR-200b-3p","DCAF5"
"851","miR-200b-3p","GOLGA1"
"852","miR-200b-3p","GLI3"
"853","miR-200b-3p","C6orf107"
"854","miR-200b-3p","LIMA1"
"855","miR-200b-3p","UBE2V1"
"856","miR-200b-3p","PCGF6"
"857","miR-200b-3p","CRYZ"
"858","miR-200b-3p","CCNJL"
"859","miR-200b-3p","CIRH1A"
"860","miR-200b-3p","IFIT5"
"861","miR-200b-3p","NTN4"
"862","miR-200b-3p","TAOK3"
"863","miR-200b-3p","SFRS2"
"864","miR-200b-3p","ARF6"
"865","miR-200b-3p","SR140"
"866","miR-200b-3p","SMAD2"
"867","miR-200b-3p","ANAPC13"
"868","miR-200b-3p","NEK9"
"869","miR-200b-3p","BRMS1L"
"870","miR-200b-3p","CKAP5"
"871","miR-200b-3p","GATA2"
"872","miR-200b-3p","LRRC16A"
"873","miR-200b-3p","AKAP2"
"874","miR-200b-3p","ATG10"
"875","miR-200b-3p","RIPK4"
"876","miR-200b-3p","SLC35F5"
"877","miR-200b-3p","ATIC"
"878","miR-200b-3p","PHF6"
"879","miR-200b-3p","TEAD1"
"880","miR-200b-3p","BCL11B"
"881","miR-200b-3p","PARD6B"
"882","miR-200b-3p","KDELC1"
"883","miR-200b-3p","NSUN2"
"884","miR-200b-3p","TIPRL"
"885","miR-200b-3p","WWC3"
"886","miR-200b-3p","ABCA1"
"887","miR-200b-3p","C14orf106"
"888","miR-200b-3p","PDIK1L"
"889","miR-200b-3p","FBXL16"
"890","miR-200b-3p","FGD4"
"891","miR-200b-3p","SLC41A1"
"892","miR-200b-3p","METTL9"
"893","miR-200b-3p","MGA"
"894","miR-200b-3p","BTN2A1"
"895","miR-200b-3p","CD109"
"896","miR-200b-3p","PISD"
"897","miR-200b-3p","ASH1L"
"898","miR-200b-3p","LCORL"
"899","miR-200b-3p","RAB6A"
"900","miR-200b-3p","HS3ST3A1"
"901","miR-200b-3p","LANCL1"
"902","miR-200b-3p","EPS15"
"903","miR-200b-3p","SBF1"
"904","miR-200b-3p","KIAA2018"
"905","miR-200b-3p","RANBP17"
"906","miR-200b-3p","CD164"
"907","miR-200b-3p","IFI44L"
"908","miR-200b-3p","C4orf43"
"909","miR-200b-3p","CHMP1B"
"910","miR-200b-3p","IFIT3"
"911","miR-200b-3p","IMPAD1"
"912","miR-200b-3p","BLCAP"
"913","miR-200b-3p","USP3"
"914","miR-200b-3p","RBM9"
"915","miR-200b-3p","NUDT19"
"916","miR-200b-3p","ARL1"
"917","miR-200b-3p","ADAM9"
"918","miR-200b-3p","TMEM87A"
"919","miR-200b-3p","UBP1"
"920","miR-200b-3p","UCHL5"
"921","miR-200b-3p","IAH1"
"922","miR-200b-3p","TRIM5"
"923","miR-200b-3p","KCNMB4"
"924","miR-200b-3p","DENND5B"
"925","miR-200b-3p","NFYA"
"926","miR-200b-3p","NDUFS1"
"927","miR-200b-3p","FBXL20"
"928","miR-200b-3p","MUL1"
"929","miR-200b-3p","SNAI2"
"930","miR-200b-3p","ANXA7"
"931","miR-200b-3p","TXNRD1"
"932","miR-200b-3p","PDCD4"
"933","miR-200b-3p","TNRC6C"
"934","miR-200b-3p","SHPRH"
"935","miR-200b-3p","ATP6V0A2"
"936","miR-200b-3p","DDX47"
"937","miR-200b-3p","TAF5L"
"938","miR-200b-3p","CREG1"
"939","miR-200b-3p","SPIN4"
"940","miR-200b-3p","SKAP2"
"941","miR-200b-3p","DNAJC24"
"942","miR-200b-3p","CDK17"
"943","miR-200b-3p","RALGPS2"
"944","miR-200b-3p","MIER3"
"945","miR-200b-3p","DIP2B"
"946","miR-200b-3p","IGF2R"
"947","miR-200b-3p","NUMB"
"948","miR-200b-3p","CELSR2"
"949","miR-200b-3p","ZSCAN12"
"950","miR-200b-3p","CBX4"
"951","miR-200b-3p","ARIH2"
"952","miR-200b-3p","LUC7L3"
"953","miR-200b-3p","KDM5A"
"954","miR-200b-3p","MSL2"
"955","miR-200b-3p","PCNX"
"956","miR-200b-3p","YAP1"
"957","miR-200b-3p","CCT4"
"958","miR-200b-3p","JAZF1"
"959","miR-200b-3p","SNX10"
"960","miR-200b-3p","SLC39A9"
"961","miR-200b-3p","UBQLN2"
"962","miR-200b-3p","KANK2"
"963","miR-200b-3p","BAG5"
"964","miR-200b-3p","NLK"
"965","miR-200b-3p","RGL1"
"966","miR-200b-3p","TOR1AIP1"
"967","miR-200b-3p","TIA1"
"968","miR-200b-3p","KLHL5"
"969","miR-200b-3p","LCP1"
"970","miR-200b-3p","LIN54"
"971","miR-200b-3p","C5orf13"
"972","miR-200b-3p","AFG3L1"
"973","miR-200b-3p","SYDE1"
"974","miR-200b-3p","ARL2BP"
"975","miR-200b-3p","PRKAG2"
"976","miR-200b-3p","SETD7"
"977","miR-200b-3p","FDFT1"
"978","miR-200b-3p","CDCA7"
"979","miR-200b-3p","RHOT1"
"980","miR-200b-3p","GCOM1"
"981","miR-200b-3p","EEF1E1"
"982","miR-200b-3p","PHAX"
"983","miR-200b-3p","FLJ25476"
"984","miR-200b-3p","PPP1R10"
"985","miR-200b-3p","GPC4"
"986","miR-200b-3p","SLITRK5"
"987","miR-200b-3p","CHEK1"
"988","miR-200b-3p","STAU2"
"989","miR-200b-3p","ZNF614"
"990","miR-200b-3p","PTPN12"
"991","miR-200b-3p","RNF5P1"
"992","miR-200b-3p","TIFA"
"993","miR-200b-3p","CNNM3"
"994","miR-200b-3p","ELAVL2"
"995","miR-200b-3p","TMEM189-UBE2V1"
"996","miR-200b-3p","CLINT1"
"997","miR-200b-3p","ZC3H4"
"998","miR-200b-3p","WDFY1"
"999","miR-200b-3p","DPP8"
"1000","miR-200b-3p","HMGB1"
"1001","miR-200b-3p","MAL2"
"1002","miR-200b-3p","CEBPD"
"1003","miR-200b-3p","SPOPL"
"1004","miR-200b-3p","ARID1A"
"1005","miR-200b-3p","LRCH2"
"1006","miR-200b-3p","FSCN1"
"1007","miR-200b-3p","CNKSR3"
"1008","miR-200b-3p","DDX6"
"1009","miR-200b-3p","C14orf100"
"1010","miR-200b-3p","CCNT2"
"1011","miR-200b-3p","GAN"
"1012","miR-200b-3p","TTC39C"
"1013","miR-200b-3p","FAM168B"
"1014","miR-200b-3p","GNB5"
"1015","miR-200b-3p","PMPCB"
"1016","miR-200b-3p","SOCS4"
"1017","miR-200b-3p","ZNF274"
"1018","miR-200b-3p","TOMM20"
"1019","miR-200b-3p","TBL1XR1"
"1020","miR-200b-3p","DACT1"
"1021","miR-200b-3p","CUTC"
"1022","miR-200b-3p","ZFHX4"
"1023","miR-200b-3p","RABIF"
"1024","miR-200b-3p","ZNF720"
"1025","miR-200b-3p","LRP11"
"1026","miR-200b-3p","OSBPL11"
"1027","miR-200b-3p","PGM2L1"
"1028","miR-200b-3p","SLC30A7"
"1029","miR-200b-3p","LRCH1"
"1030","miR-200b-3p","BRWD1"
"1031","miR-200b-3p","PFDN4"
"1032","miR-200b-3p","CNOT7"
"1033","miR-200b-3p","SLC1A1"
"1034","miR-200b-3p","ZNF521"
"1035","miR-200b-3p","TMEM167A"
"1036","miR-200b-3p","DEPDC1B"
"1037","miR-200b-3p","CDK5R1"
"1038","miR-200b-3p","PTPN13"
"1039","miR-200b-3p","KIF5B"
"1040","miR-200b-3p","UBE2G2"
"1041","miR-200b-3p","SCOC"
"1042","miR-200b-3p","GUCY1B3"
"1043","miR-200b-3p","FAM117B"
"1044","miR-200b-3p","NCOA7"
"1045","miR-200b-3p","GNG12"
"1046","miR-200b-3p","USP28"
"1047","miR-200b-3p","EIF5A2"
"1048","miR-200b-3p","ZNF326"
"1049","miR-200b-3p","ATP5B"
"1050","miR-200b-3p","VTA1"
"1051","miR-200b-3p","HLA-DRB1"
"1052","miR-200b-3p","ATG12"
"1053","miR-200b-3p","IER5"
"1054","miR-200b-3p","FAM160B1"
"1055","miR-200b-3p","GPC6"
"1056","miR-200b-3p","MGC33926"
"1057","miR-200b-3p","HEG1"
"1058","miR-200b-3p","JUN"
"1059","miR-200b-3p","MAP4K5"
"1060","miR-200b-3p","ZNF692"
"1061","miR-200b-3p","POLR1B"
"1062","miR-200b-3p","ZSWIM4"
"1063","miR-200b-3p","GNL2"
"1064","miR-200b-3p","MRPL42"
"1065","miR-200b-3p","PRTG"
"1066","miR-200b-3p","ANKMY2"
"1067","miR-200b-3p","TLN1"
"1068","miR-200b-3p","TAB3"
"1069","miR-200b-3p","EBF1"
"1070","miR-200b-3p","UGP2"
"1071","miR-200b-3p","SERPINH1"
"1072","miR-200b-3p","SNORD45B"
"1073","miR-200b-3p","CLOCK"
"1074","miR-200b-3p","HECTD2"
"1075","miR-200b-3p","TUBB2A"
"1076","miR-200b-3p","SCML2"
"1077","miR-200b-3p","SCAMP1"
"1078","miR-200b-3p","CHD9"
"1079","miR-200b-3p","FLJ31951"
"1080","miR-200b-3p","RFC3"
"1081","miR-200b-3p","ZDHHC6"
"1082","miR-200b-3p","SHCBP1"
"1083","miR-200b-3p","MFHAS1"
"1084","miR-200b-3p","RPGR"
"1085","miR-200b-3p","ROCK1"
"1086","miR-200b-3p","FUBP1"
"1087","miR-200b-3p","PSPC1"
"1088","miR-200b-3p","SLC19A2"
"1089","miR-200b-3p","SUCLA2"
"1090","miR-200b-3p","ONECUT2"
"1091","miR-200b-3p","SERPINI1"
"1092","miR-200b-3p","RLIM"
"1093","miR-200b-3p","MGC52057"
"1094","miR-200b-3p","LBR"
"1096","miR-200b-3p","STEAP4"
"1097","miR-200b-3p","ZSCAN20"
"1098","miR-200b-3p","USP38"
"1099","miR-200b-3p","PKIA"
"1100","miR-200b-3p","LTBP1"
"1101","miR-200b-3p","FSTL1"
"1102","miR-200b-3p","ARHGDIA"
"1103","miR-200b-3p","DDX55"
"1104","miR-200b-3p","C18orf19"
"1105","miR-200b-3p","PCGF4"
"1106","miR-200b-3p","UBE2I"
"1107","miR-200b-3p","PKN2"
"1108","miR-200b-3p","BRP44L"
"1109","miR-200b-3p","PPWD1"
"1110","miR-200b-3p","MMADHC"
"1111","miR-200b-3p","ZDHHC17"
"1112","miR-200b-3p","FZD7"
"1113","miR-200b-3p","KLF4"
"1114","miR-200b-3p","WDR42A"
"1115","miR-200b-3p","ZNF294"
"1116","miR-200b-3p","TTLL5"
"1117","miR-200b-3p","CNIH"
"1118","miR-200b-3p","FAM169A"
"1119","miR-200b-3p","LZTFL1"
"1120","miR-200b-3p","PLCL1"
"1121","miR-200b-3p","MAMDC2"
"1122","miR-200b-3p","MCM8"
"1123","miR-200b-3p","RBM41"
"1124","miR-200b-3p","MAML2"
"1125","miR-200b-3p","EIF2C4"
"1126","miR-200b-3p","AKT2"
"1127","miR-200b-3p","NCOR1"
"1128","miR-200b-3p","SMG8"
"1129","miR-200b-3p","STAG1"
"1130","miR-200b-3p","RAB8B"
"1131","miR-200b-3p","SMURF1"
"1132","miR-200b-3p","KIAA1718"
"1133","miR-200b-3p","EDEM3"
"1134","miR-200b-3p","JMY"
"1135","miR-200b-3p","ZKSCAN1"
"1136","miR-200b-3p","SFXN1"
"1137","miR-200b-3p","ALG6"
"1138","miR-200b-3p","CLIC4"
"1139","miR-200b-3p","TRAM1"
"1140","miR-200b-3p","C14orf135"
"1141","miR-200b-3p","ALDH5A1"
"1142","miR-200b-3p","EREG"
"1143","miR-200b-3p","SETX"
"1144","miR-200b-3p","RNF19A"
"1145","miR-200b-3p","ERRFI1"
"1146","miR-200b-3p","BMI1"
"1147","miR-200b-3p","TRERF1"
"1148","miR-200b-3p","EIF4G1"
"1149","miR-200b-3p","PSAT1"
"1150","miR-200b-3p","ZC3H7A"
"1151","miR-200b-3p","LATS1"
"1152","miR-200b-3p","OSMR"
"1153","miR-200b-3p","MLLT10"
"1154","miR-200b-3p","FAM91A1"
"1155","miR-200b-3p","CDCA7L"
"1156","miR-200b-3p","WNT5A"
"1157","miR-200b-3p","MKLN1"
"1158","miR-200b-3p","GPCPD1"
"1159","miR-200b-3p","MGAT2"
"1160","miR-200b-3p","SEC23IP"
"1161","miR-200b-3p","TIMM17B"
"1162","miR-200b-3p","TPD52L1"
"1163","miR-200b-3p","NIFIE14"
"1164","miR-200b-3p","ARID4B"
"1165","miR-200b-3p","CHSY3"
"1166","miR-200b-3p","LOC399815"
"1167","miR-200b-3p","ZNF265"
"1168","miR-200b-3p","EPAS1"
"1169","miR-200b-3p","STX16"
"1170","miR-200b-3p","MLEC"
"1171","miR-200b-3p","MARCKS"
"1172","miR-200b-3p","GCLM"
"1173","miR-200b-3p","GLT8D3"
"1174","miR-200b-3p","MID1"
"1175","miR-200b-3p","HDAC8"
"1176","miR-200b-3p","SECISBP2L"
"1177","miR-200b-3p","CDK19"
"1178","miR-200b-3p","FAM96A"
"1179","miR-200b-3p","RIPK2"
"1180","miR-200b-3p","SMC6"
"1181","miR-200b-3p","SGCE"
"1182","miR-200b-3p","RAB3GAP2"
"1183","miR-200b-3p","DARS"
"1184","miR-200b-3p","SLC35F2"
"1185","miR-200b-3p","CPSF6"
"1186","miR-200b-3p","PLA2G12A"
"1187","miR-200b-3p","PELI2"
"1188","miR-200b-3p","CLSPN"
"1189","miR-200b-3p","NDUFS4"
"1190","miR-200b-3p","ZZZ3"
"1191","miR-200b-3p","ZIC5"
"1192","miR-200b-3p","KIAA0040"
"1193","miR-200b-3p","ANKRD15"
"1194","miR-200b-3p","NPR3"
"1195","miR-200b-3p","MICAL3"
"1196","miR-200b-3p","ZCCHC10"
"1197","miR-200b-3p","LPHN2"
"1198","miR-200b-3p","RNF145"
"1199","miR-200b-3p","BAGE5"
"1200","miR-200b-3p","KLRAQ1"
"1201","miR-200b-3p","CASD1"
"1202","miR-200b-3p","ADD3"
"1203","miR-200b-3p","PPP1R8"
"1204","miR-200b-3p","EDNRA"
"1205","miR-200b-3p","SAR1B"
"1206","miR-200b-3p","KCTD15"
"1207","miR-200b-3p","PDE5A"
"1208","miR-200b-3p","PCM1"
"1209","miR-200b-3p","THAP2"
"1210","miR-200b-3p","SSH2"
"1211","miR-200b-3p","ACTR3"
"1212","miR-200b-3p","NUFIP2"
"1213","miR-200b-3p","RBM47"
"1214","miR-200b-3p","PCNP"
"1215","miR-200b-3p","PITPNM3"
"1216","miR-200b-3p","ZNF248"
"1217","miR-200b-3p","TMEM135"
"1218","miR-200b-3p","NGRN"
"1219","miR-200b-3p","SOS1"
"1220","miR-200b-3p","C3orf34"
"1221","miR-200b-3p","AUTS2"
"1222","miR-200b-3p","ATL2"
"1223","miR-200b-3p","FCHO2"
"1224","miR-200b-3p","GIGYF2"
"1225","miR-200b-3p","HOXB2"
"1226","miR-200b-3p","DUSP7"
"1227","miR-200b-3p","CDH2"
"1228","miR-200b-3p","TK2"
"1229","miR-200b-3p","RAP2A"
"1230","miR-200b-3p","CUL4A"
"1231","miR-200b-3p","SPTBN1"
"1232","miR-200b-3p","SLC12A6"
"1233","miR-200b-3p","WDR45L"
"1234","miR-200b-3p","TES"
"1235","miR-200b-3p","CNOT10"
"1236","miR-200b-3p","NOC3L"
"1237","miR-200b-3p","PAPSS1"
"1238","miR-200b-3p","RUFY2"
"1239","miR-200b-3p","RRP15"
"1240","miR-200b-3p","KHDRBS1"
"1241","miR-200b-3p","NIP7"
"1242","miR-200b-3p","SUB1"
"1243","miR-200b-3p","PCYOX1"
"1244","miR-200b-3p","CREBL2"
"1245","miR-200b-3p","SEPT10"
"1246","miR-200b-3p","TMEM178"
"1247","miR-200b-3p","PAK6"
"1248","miR-200b-3p","NUP35"
"1249","miR-200b-3p","ERG"
"1250","miR-200b-3p","MAGOH"
"1251","miR-200b-3p","MGC24039"
"1252","miR-200b-3p","MINPP1"
"1253","miR-200b-3p","LEMD3"
"1254","miR-200b-3p","CDS2"
"1255","miR-200b-3p","RBMS1"
"1256","miR-200b-3p","SCARNA17"
"1257","miR-200b-3p","FLJ12505"
"1258","miR-200b-3p","PAN3"
"1259","miR-200b-3p","CSNK1G3"
"1260","miR-200b-3p","SDR16C5"
"1261","miR-200b-3p","IFIT2"
"1262","miR-200b-3p","ADIPOR2"
"1263","miR-200b-3p","PERQ1"
"1264","miR-200b-3p","DLC1"
"1265","miR-200b-3p","PLK2"
"1266","miR-200b-3p","KIF21A"
"1267","miR-200b-3p","REEP1"
"1268","miR-200b-3p","ZBTB10"
"1269","miR-200b-3p","C3orf58"
"1270","miR-200b-3p","POP5"
"1271","miR-200b-3p","SAMD8"
"1272","miR-200b-3p","ITGA11"
"1273","miR-200b-3p","KYNU"
"1274","miR-200b-3p","FAM135A"
"1275","miR-200b-3p","SYNJ1"
"1276","miR-200b-3p","ZNF238"
"1277","miR-200b-3p","MESDC1"
"1278","miR-200b-3p","MTERFD1"
"1279","miR-200b-3p","ROR2"
"1280","miR-200b-3p","RRM2B"
"1281","miR-200b-3p","SLC5A3"
"1282","miR-200b-3p","PCBP1"
"1283","miR-200b-3p","SPRED1"
"1284","miR-200b-3p","DNAJB14"
"1285","miR-200b-3p","SLC25A36"
"1286","miR-200b-3p","STRN3"
"1287","miR-200b-3p","NDFIP2"
"1288","miR-200b-3p","DDB2"
"1289","miR-200b-3p","DENND5A"
"1290","miR-200b-3p","C5orf35"
"1291","miR-200b-3p","CKAP2L"
"1292","miR-200b-3p","USP46"
"1293","miR-200b-3p","RNF139"
"1294","miR-200b-3p","ZNF655"
"1295","miR-200b-3p","C11orf82"
"1296","miR-200b-3p","BAG4"
"1297","miR-200b-3p","SFRS18"
"1298","miR-200b-3p","KIAA0802"
"1299","miR-200b-3p","THAP1"
"1300","miR-200b-3p","C1orf109"
"1301","miR-200b-3p","CEP120"
"1302","miR-200b-3p","RNPS1"
"1303","miR-200b-3p","RAB18"
"1304","miR-200b-3p","SRF"
"1305","miR-200b-3p","PPT1"
"1306","miR-200b-3p","ZFHX1B"
"1307","miR-200b-3p","FASTKD3"
"1308","miR-200b-3p","TINAGL1"
"1309","miR-200b-3p","TAP2"
"1310","miR-200b-3p","NMNAT3"
"1311","miR-200b-3p","C17orf71"
"1312","miR-200b-3p","CCNL2"
"1313","miR-200b-3p","ASF1A"
"1314","miR-200b-3p","ZMYND11"
"1315","miR-200b-3p","PDCD2"
"1316","miR-200b-3p","COBLL1"
"1317","miR-200b-3p","ZNF317"
"1318","miR-200b-3p","ZFAND1"
"1319","miR-200b-3p","MSN"
"1320","miR-200b-3p","FIGN"
"1321","miR-200b-3p","FAM118B"
"1322","miR-200b-3p","C7orf41"
"1323","miR-200b-3p","SUMO1"
"1324","miR-200b-3p","EIF4G3"
"1325","miR-200b-3p","TJP1"
"1326","miR-200b-3p","MDC1"
"1327","miR-200b-3p","TP53INP1"
"1328","miR-200b-3p","BAGE2"
"1329","miR-200b-3p","SNORA56"
"1330","miR-200b-3p","AMMECR1L"
"1331","miR-200b-3p","SPPL2A"
"1332","miR-200b-3p","CACHD1"
"1333","miR-200b-3p","PCF11"
"1334","miR-200b-3p","ANO5"
"1335","miR-200b-3p","RAB6IP1"
"1336","miR-200b-3p","FAM48A"
"1337","miR-200b-3p","SIK2"
"1338","miR-200b-3p","RNF6"
"1339","miR-200b-3p","LCA5"
"1340","miR-200b-3p","C2orf68"
"1341","miR-200b-3p","LMAN2"
"1342","miR-200b-3p","SLMAP"
"1343","miR-200b-3p","FAM199X"
"1344","miR-200b-3p","GATA4"
"1345","miR-200b-3p","MAP3K13"
"1346","miR-200b-3p","SH3BP5"
"1347","miR-200b-3p","STARD7"
"1348","miR-200b-3p","NFIA"
"1349","miR-200b-3p","TRIM39"
"1350","miR-200b-3p","HMOX1"
"1351","miR-200b-3p","MAPRE1"
"1352","miR-200b-3p","FTSJD1"
"1353","miR-200b-3p","TMEM147"
"1354","miR-200b-3p","S100PBP"
"1355","miR-200b-3p","MLL3"
"1356","miR-200b-3p","ZA20D3"
"1357","miR-200b-3p","ANO3"
"1358","miR-200b-3p","ACYP2"
"1359","miR-200b-3p","SIN3A"
"1360","miR-200b-3p","ATAD1"
"1361","miR-200b-3p","C6orf62"
"1362","miR-200b-3p","UGGT2"
"1363","miR-200b-3p","MPRIP"
"1364","miR-200b-3p","PPP1CB"
"1365","miR-200b-3p","CHD6"
"1366","miR-200b-3p","ELK3"
"1367","miR-200b-3p","C10orf26"
"1368","miR-200b-3p","IMPA1"
"1369","miR-200b-3p","TLL1"
"1370","miR-200b-3p","MRE11A"
"1371","miR-200b-3p","RAP1B"
"1372","miR-200b-3p","VLDLR"
"1373","miR-200b-3p","TRAPPC10"
"1374","miR-200b-3p","SLC4A7"
"1375","miR-200b-3p","HLA-DPA1"
"1376","miR-200b-3p","HIPK3"
"1377","miR-200b-3p","KIAA1244"
"1378","miR-200b-3p","DUSP8"
"1379","miR-200b-3p","KLF6"
"1380","miR-200b-3p","BDP1"
"1381","miR-200b-3p","TDP1"
"1382","miR-200b-3p","SMURF2"
"1383","miR-200b-3p","RAB7A"
"1384","miR-200b-3p","B3GNT1"
"1385","miR-200b-3p","TRIM2"
"1386","miR-200b-3p","PPM1E"
"1387","miR-200b-3p","CD9"
"1388","miR-200b-3p","CCNJ"
"1389","miR-200b-3p","CCDC127"
"1390","miR-200b-3p","RAPGEF4"
"1391","miR-200b-3p","ASPH"
"1392","miR-200b-3p","RHOA"
"1393","miR-200b-3p","WDR11"
"1394","miR-200b-3p","ARL6"
"1395","miR-200b-3p","ZNF708"
"1396","miR-200b-3p","LYN"
"1397","miR-200b-3p","BVES"
"1398","miR-200b-3p","AHI1"
"1399","miR-200b-3p","M-RIP"
"1400","miR-200b-3p","PRKD3"
"1401","miR-200b-3p","PRMT6"
"1402","miR-200b-3p","COL5A3"
"1403","miR-200b-3p","OXR1"
"1404","miR-200b-3p","HOXD1"
"1405","miR-200b-3p","C1GALT1"
"1406","miR-200b-3p","ZNF567"
"1407","miR-200b-3p","RAP1BL"
"1408","miR-200b-3p","TM4SF1"
"1409","miR-200b-3p","RIMKLB"
"1410","miR-200b-3p","TGFBI"
"1411","miR-200b-3p","CRIM1"
"1412","miR-200b-3p","ATP5G3"
"1413","miR-200b-3p","CYP2E1"
"1414","miR-200b-3p","HERC3"
"1415","miR-200b-3p","CORO1C"
"1416","miR-200b-3p","MBD5"
"1417","miR-200b-3p","DNAJC10"
"1418","miR-200b-3p","HMMR"
"1419","miR-200b-3p","LMBRD1"
"1420","miR-200b-3p","TAPT1"
"1421","miR-200b-3p","CIAPIN1"
"1422","miR-200b-3p","ANKRD13C"
"1423","miR-200b-3p","MKL2"
"1424","miR-200b-3p","RTF1"
"1425","miR-200b-3p","INTS8"
"1426","miR-200b-3p","CAMSAP1"
"1427","miR-200b-3p","RAB11FIP2"
"1428","miR-200b-3p","RAD23B"
"1429","miR-200b-3p","AP1AR"
"1430","miR-200b-3p","ARHGEF3"
"1431","miR-200b-3p","ADAMTS3"
"1432","miR-200b-3p","RBL2"
"1433","miR-200b-3p","ERLIN1"
"1434","miR-200b-3p","FREQ"
"1435","miR-200b-3p","NUP153"
"1436","miR-200b-3p","PIGM"
"1437","miR-200b-3p","DKK3"
"1438","miR-200b-3p","NIN"
"1439","miR-200b-3p","ADSS"
"1440","miR-200b-3p","KBTBD11"
"1441","miR-200b-3p","ZNF217"
"1442","miR-200b-3p","ARHGEF10"
"1443","miR-200b-3p","POLR2B"
"1444","miR-200b-3p","SLC35E1"
"1445","miR-200b-3p","POC1B"
"1446","miR-200b-3p","FAM76B"
"1447","miR-200b-3p","ASAP2"
"1448","miR-200b-3p","EPHA5"
"1449","miR-200b-3p","RAP2C"
